Class	Atom count	Exact molecular weight	a(xx)	a(yy)	a(zz)	Formal charge	molecular	molecular.1	a(xx).1	a(yy).1	a(zz).1	Aliphatic atom count	Aliphatic bond count	Aliphatic ring count	Aliphatic ring count of size	ASA	ASA+	ASA-	ASA_H	ASA_P	Asymmetric atom count	Balaban index	Carboaliphatic ring count	Carbo ring count	Chiral center count	Cyclomatic number	fsp3	Fused aliphatic ring count	Fused aromatic ring count	Harary index	Heteroaliphatic ring count	Heteroaromatic ring count	Hyper wiener index	Van der Waals surface area (3D)	Van der Waals surface area (3D).1	Platt index	Polar surface area	Polar surface area.1	Randic index	Rotatable bond count	Szeged index	Van der Waals surface area (3D).2	ASA.1	ASA+.1	ASA-.1	ASA_H.1	ASA_P.1	Wiener index	Wiener polarity	count	logD[pH=7]	logP of major-ms
Inactive	31	280.063011436	27.42	30.98	21.6	0	27.14	26.67	27.42	30.98	21.6	7	8	0	0	493.97	345.28	148.69	330.25	163.72	0	1.62	0	1	0	2	0.09	0	0	59.81	0	1	2633	374.22	374.22	102	107.2	107.2	14	3	1148	374.22	493.97	345.28	148.69	330.25	163.72	758	27	4	0	0.23
Inactive	31	280.063011436	33.49	26.78	19.83	0	27.14	26.7	33.49	26.78	19.83	7	8	0	0	490.84	342.64	148.19	328.56	162.28	0	1.67	0	1	0	2	0.09	0	0	60.22	0	1	2448	373.8	373.8	102	107.2	107.2	14	3	1104	373.8	490.84	342.64	148.19	328.56	162.28	736	27	7	0.54	0.74
Inactive	31	267.067762465	26.38	31.59	19.98	-1	25.64	25.98	26.38	31.59	19.98	7	8	0	0	478.37	346.71	131.66	297.75	180.62	0	1.8	0	1	0	2	0.18	0	0	56.49	0	1	1911	365.77	365.77	106	95.42	95.42	13.85	2	824	365.77	488.07	336.8	151.28	304.97	183.1	614	26	6	-0.05	-0.21
Inactive	30	264.068096816	25.29	22.37	28.55	-1	26.07	25.41	25.29	22.37	28.55	6	7	0	0	483.57	328.76	154.82	341.39	142.18	0	1.76	0	1	0	2	0.09	0	0	55.9	0	1	1994	353.93	353.93	100	95.17	95.17	13.53	2	952	353.93	487.64	309.24	178.4	320.76	166.88	627	25	4	0.26	-0.42
Inactive	23	384.010794	24.09	21.4	15.96	-1	26.52	20.48	24.09	21.4	15.96	7	7	0	0	437.75	286.78	150.97	257.29	180.46	0	2.19	0	1	0	1	0.22	0	0	33.26	0	0	657	288.88	288.88	72	40.13	40.13	10.35	4	358	288.88	442.65	268.91	173.73	265.3	177.34	256	16	2	-0.85	-1.33
Inactive	27	250.052446752	27.22	23.67	18.79	-1	24.31	23.23	27.22	23.67	18.79	5	6	0	0	429.77	249.11	180.67	282.55	147.22	0	1.84	0	1	0	2	0	0	0	51.29	0	1	1649	321.62	321.62	88	95.17	95.17	12.32	2	818	321.62	433.19	226.01	207.18	261.46	171.73	536	23	4	0.13	-0.56
Inactive	24	214.041213364	13.97	20.55	25.3	-1	20.29	19.94	13.97	20.55	25.3	8	8	0	0	390.87	255.98	134.89	186.91	203.96	0	2.46	0	1	0	1	0.12	0	0	38.01	0	0	816	286.65	286.65	78	86.46	86.46	10.65	1	427	286.65	400.24	241.9	158.33	186.01	214.22	307	18	3	-1.2	-1.2
Inactive	40	403.029662879	47.66	37	28.14	-2	37.69	37.6	47.66	37	28.14	10	12	0	0	604.5	382.52	221.98	385.35	219.16	0	1.4	0	2	0	3	0	0	0	99.42	0	1	9406	479.63	479.63	132	125.49	125.49	18.41	5	2934	479.63	606.38	309.77	296.61	377.7	228.68	2075	40	6	-1.23	-1.92
Inactive	35	310.073576121	27.42	25.16	36.44	-1	29.42	29.67	27.42	25.16	36.44	9	10	0	0	577.98	418.04	159.95	407.49	170.49	0	1.83	0	1	0	2	0.17	0	0	69.98	0	1	3308	417.1	417.1	116	113.63	113.63	15.69	4	1418	417.1	583.25	403.54	179.71	407.76	175.5	956	31	7	0.97	0.32
Inactive	31	276.056863428	20.56	25.66	34.74	-1	27.78	26.99	20.56	25.66	34.74	7	8	0	0	470.74	305.14	165.61	275.63	195.11	0	1.66	0	2	0	2	0	0	0	60.22	0	0	2448	362.6	362.6	102	86.46	86.46	14.08	2	1060	362.6	480.5	291.74	188.77	298.87	181.63	736	27	3	0.66	0.65
Inactive	39	705.855057	48.48	52.27	28.62	-2	47.97	43.12	48.48	52.27	28.62	9	10	0	0	567.43	291.92	275.51	306.88	260.55	0	1.6	0	3	0	4	0	0	3	123.32	0	1	6319	458.44	458.44	130	109.72	109.72	18.35	2	3672	458.44	565.26	225.09	340.17	319.24	246.03	1892	57	4	-1.37	-3.19
Inactive	27	284.0134744	29.65	25.86	21.37	-1	26.32	25.62	29.65	25.86	21.37	6	7	0	0	449.37	264.36	185.01	276.81	172.56	0	1.73	0	1	0	2	0	0	0	55.66	0	1	2081	337.48	337.48	88	95.17	95.17	12.33	2	974	337.48	456.38	249.55	206.83	272.54	183.84	638	25	4	0.41	-0.09
Inactive	28	249.05719778	24.08	27.7	19.57	-1	25.17	23.78	24.08	27.7	19.57	5	6	0	0	431.86	261.36	170.51	270.96	160.9	0	1.84	0	1	0	2	0	0	0	51.29	0	1	1649	329.18	329.18	92	82.28	82.28	12.74	2	818	329.18	437.29	242.26	195.04	270.08	167.21	536	23	5	0.4	0.07
Inactive	179	1154.74992728	117.76	120.87	138.28	5	117.94	125.64	117.76	120.87	138.28	81	81	1	0	1385.66	1025.22	360.44	1165.16	220.5	14	3.76	0	0	14	1	0.79	0	0	476.71	1	0	296938	1857.51	1857.51	658	498.76	498.76	77.06	28	51281	1857.51	1426.37	1090.25	336.12	1021.9	404.47	37127	128	20	-20.05	-23.11
Inactive	14	152.015667319	16.22	17.78	7.86	0	15.2	13.95	16.22	17.78	7.86	1	1	0	0	239.81	144.39	95.42	134.19	105.63	0	1.66	0	0	0	2	0	0	2	24.25	0	2	198	159.61	159.61	46	53.07	53.07	6.52	0	185	159.61	239.81	144.39	95.42	134.19	105.63	105	12	18	0.01	0.01
Inactive	57	460.148180361	46.37	44.52	38.64	0	43.55	43.18	46.37	44.52	38.64	27	30	3	0	493.14	324.81	168.32	297.28	195.85	6	1.82	3	4	6	4	0.41	3	0	156.66	0	0	8540	571.68	571.68	210	205.88	205.88	25.79	2	5208	571.68	515.13	323.5	191.64	311.87	203.26	2494	80	138	-4.72	-4.59
Inactive	31	252.078644246	39.47	25.75	15.76	0	27.78	26.99	39.47	25.75	15.76	3	4	0	0	467.64	316.95	150.69	406.3	61.34	0	1.49	0	2	0	3	0.06	0	2	62.01	0	1	2338	341.83	341.83	106	35.53	35.53	14.19	2	1348	341.83	467.64	316.95	150.69	406.3	61.34	714	30	1	2.81	2.81
Inactive	19	181.019749643	17.24	11.2	24.96	0	18.23	17.8	17.24	11.2	24.96	6	6	0	0	390.19	213.54	176.66	149.65	240.54	0	2.13	0	1	0	1	0	0	0	29.06	0	0	572	236.21	236.21	58	60.16	60.16	8.59	2	298	236.21	390.19	213.54	176.66	149.65	240.54	217	11	2	1.09	1.09
Inactive	23	207.035399708	16.88	18.62	26.63	0	21.36	20.71	16.88	18.62	26.63	8	8	0	0	399.34	231.82	167.52	230.8	168.54	0	2.38	0	1	0	1	0.1	0	0	37.47	0	0	881	279.33	279.33	74	57.93	57.93	10.28	2	438	279.33	399.34	231.82	167.52	230.8	168.54	318	18	1	1.71	1.71
Inactive	50	331.193614429	36.03	31.23	51.19	1	41.98	39.49	36.03	31.23	51.19	9	10	0	0	547.5	416.57	130.93	450.05	97.45	0	1.27	0	3	0	3	0.26	0	2	88.02	0	0	7088	544.17	544.17	180	21.51	21.51	22.2	7	2458	544.17	580.45	422.09	158.36	558.51	21.94	1676	36	6	3.36	1.65
Inactive	25	274.984936	21.81	14.27	33.1	0	21.92	23.06	21.81	14.27	33.1	1	2	0	0	403.58	238.18	165.4	379.44	24.14	0	1.48	0	2	0	3	0	0	2	49.19	0	1	1123	293.76	293.76	86	20.31	20.31	11.59	1	683	293.76	403.58	238.18	165.4	379.44	24.14	415	24	1	2.65	2.65
Inactive	28	246.065199625	15.2	20.35	27.94	0	20.08	21.17	15.2	20.35	27.94	11	12	1	0	334.77	185.85	148.92	160.79	173.98	4	2.07	0	0	4	2	0.56	0	0	53.47	1	1	1324	290.7	290.7	102	99.1	99.1	12.5	1	712	290.7	334.77	185.85	148.92	160.79	173.98	484	28	14	-1.2	-1.17
Inactive	12	130.017855508	11.87	11.04	5.47	0	9.59	9.46	11.87	11.04	5.47	3	3	0	0	218.77	93.86	124.91	56.71	162.06	0	2.09	0	0	0	1	0	0	0	19.53	0	1	160	134.39	134.39	36	58.2	58.2	5.46	0	144	134.39	218.77	93.86	124.91	56.71	162.06	84	10	33	-0.87	-0.66
Inactive	23	191.058243154	21.06	22.31	11.53	-1	20.21	18.3	21.06	22.31	11.53	5	5	0	0	338.67	189.39	149.29	194.31	144.36	0	1.94	0	1	0	2	0.1	0	2	39.22	0	1	754	253.15	253.15	76	76.15	76.15	10.61	2	442	253.15	336.45	165.85	170.6	201.29	135.16	295	18	4	-1.31	-2.12
Inactive	16	357.96845	15.76	24.81	9.6	-1	21.95	16.73	15.76	24.81	9.6	5	5	0	0	377.88	195.77	182.11	170.18	207.69	0	2.04	0	1	0	1	0	0	0	25.92	0	0	390	218.88	218.88	46	40.13	40.13	7.45	2	252	218.88	377.03	169.19	207.84	175.56	201.48	162	13	2	-1.95	-2.63
Inactive	13	123.0087061	12.93	10.19	8.34	0	10.14	10.49	12.93	10.19	8.34	7	6	0	0	246.38	146.61	99.78	154.39	91.99	1	3.14	0	0	1	0	0.67	0	0	12	0	0	83	157.93	157.93	38	67.77	67.77	5.67	2	46	157.93	238.1	129.31	108.79	126.11	111.99	46	6	4	-2.54	-2.53
Inactive	32	249.082349901	23.51	22.57	33.5	0	26.88	26.53	23.51	22.57	33.5	11	11	0	0	452.84	272.04	180.8	305.15	147.69	0	2.31	0	1	0	1	0.31	0	0	50.36	0	0	1766	375.12	375.12	110	57.93	57.93	14.03	3	762	375.12	452.84	272.04	180.8	305.15	147.69	552	24	1	2.74	2.74
Inactive	29	244.080769502	27.85	22.92	14.54	0	20.71	21.77	27.85	22.92	14.54	11	12	1	0	326.54	208.86	117.69	134.18	192.36	4	2.03	0	0	4	2	0.62	0	0	52.9	1	1	1398	293.34	293.34	102	140.97	140.97	13.12	2	715	293.34	326.54	208.86	117.69	134.18	192.36	496	27	5	-3.07	-3.07
Inactive	66	546.152597037	62.66	62	39.06	-1	56.77	54.57	62.66	62	39.06	20	21	1	0	667.29	512.33	154.95	494.84	172.44	2	1.54	1	6	2	6	0.3	0	5	215.8	0	0	13106	696.22	696.22	248	151.65	151.65	29.63	5	9158	696.22	668.02	485.49	182.52	499.32	168.7	3830	100	16	2.28	0.79
Inactive	17	154.026608673	18.14	14.2	8.77	0	13.87	13.7	18.14	14.2	8.77	11	12	2	0	242.61	149.38	93.23	121.57	121.04	1	2.03	0	0	1	2	0.29	2	0	28.02	2	0	282	170.08	170.08	60	55.76	55.76	7.73	0	233	170.08	242.61	149.38	93.23	121.57	121.04	139	14	2	-0.38	-0.38
Inactive	32	302.042652662	18.59	26.54	39.26	-1	28.16	28.13	18.59	26.54	39.26	6	7	0	0	434.4	257.27	177.13	187.63	246.77	0	1.73	0	2	0	3	0	0	2	79.23	0	1	3194	346.32	346.32	102	130.28	130.28	15.19	1	1836	346.32	437.58	205	232.58	197.09	240.5	987	40	16	0.72	-0.51
Inactive	18	178.0145198	14.11	11.84	18.89	0	14.62	14.95	14.11	11.84	18.89	11	11	1	0	265.28	138.96	126.32	153.87	111.41	2	2.15	0	0	2	1	0.6	0	0	26.28	1	0	350	205.29	205.29	60	89.36	89.36	8.05	2	177	205.29	252.29	119.74	132.55	122.54	129.74	155	12	4	-2.69	-2.67
